1.0	0.0
2.0	0.004
3.0	0.004
4.0	0.004
5.0	0.006
6.0	0.0
7.0	0.0
8.0	0.002
9.0	0.0
10.0	0.002
11.0	0.002
12.0	0.002
13.0	0.0025944533
14.0	0.0
15.0	0.002
16.0	0.004
17.0	0.004002085
18.0	0.004
19.0	0.002
20.0	0.004
21.0	0.002
22.0	0.002
23.0	0.002
24.0	0.002
25.0	0.002
26.0	0.004
27.0	0.002
28.0	0.004
29.0	0.004
30.0	0.002
31.0	0.002
32.0	0.002
33.0	0.002
34.0	0.004
35.0	0.002
36.0	0.002
37.0	0.002
38.0	0.002
39.0	0.004
40.0	0.002
41.0	0.004
42.0	0.002
43.0	0.002
44.0	0.002
45.0	0.002
46.0	0.002
47.0	0.004
48.0	0.002
49.0	0.004
50.0	0.004
51.0	0.004
52.0	0.004
53.0	0.004
54.0	0.002
55.0	0.00399951
56.0	0.002
57.0	0.002
58.0	0.0039999993
59.0	0.002
60.0	0.004
61.0	0.002
62.0	0.002
63.0	0.002
64.0	0.002
65.0	0.002
66.0	0.002
67.0	0.002
68.0	0.002
69.0	0.003999766
70.0	0.002
71.0	0.002
72.0	0.0020489024
73.0	0.002
74.0	0.002
75.0	0.004
76.0	0.004
77.0	0.004
78.0	0.002
79.0	0.004
80.0	0.004
81.0	0.002
82.0	0.004
83.0	0.004
84.0	0.002
85.0	0.004
86.0	0.004
87.0	0.002
88.0	0.004
89.0	0.004
90.0	0.0020004692
91.0	0.004
92.0	0.004
93.0	0.0039979615
94.0	0.002
95.0	0.004
96.0	0.004
97.0	0.002
98.0	0.004
99.0	0.004
100.0	0.002
101.0	0.004
102.0	0.004
103.0	0.002
104.0	0.004
105.0	0.004
106.0	0.002
107.0	0.004
108.0	0.004
109.0	0.002
110.0	0.004
111.0	0.004
112.0	0.002
113.0	0.004
114.0	0.004
115.0	0.002
116.0	0.004
117.0	0.004
118.0	0.002
119.0	0.004
120.0	0.004
121.0	0.002
122.0	0.004
123.0	0.004
124.0	0.002
125.0	0.004
126.0	0.004
127.0	0.002
128.0	0.004
129.0	0.004
130.0	0.002
131.0	0.004
132.0	0.004
133.0	0.002
134.0	0.004
135.0	0.004
136.0	0.002
137.0	0.004
138.0	0.004
139.0	0.002
140.0	0.004
141.0	0.004
142.0	0.002
143.0	0.004
144.0	0.004
145.0	0.0020998088
146.0	0.004
147.0	0.004
148.0	0.002
149.0	0.004
150.0	0.004
151.0	0.002
152.0	0.004
153.0	0.002
154.0	0.004
155.0	0.002
156.0	0.004
157.0	0.002
158.0	0.004
159.0	0.002
160.0	0.002
161.0	0.004
162.0	0.004
163.0	0.002
164.0	0.004
165.0	0.002
166.0	0.004000008
167.0	0.002
168.0	0.002
169.0	0.004
170.0	0.002
171.0	0.004
172.0	0.002
173.0	0.004
174.0	0.002
175.0	0.004
176.0	0.002
177.0	0.004
178.0	0.002
179.0	0.002
180.0	0.002
181.0	0.002
182.0	0.004
183.0	0.002
184.0	0.002
185.0	0.002
186.0	0.004
187.0	0.002
188.0	0.002001063
189.0	0.002
190.0	0.002
191.0	0.0019999992
192.0	0.002
193.0	0.002
194.0	0.002
195.0	0.002
196.0	0.002
197.0	0.002
198.0	0.002
199.0	0.004
200.0	0.002
201.0	0.002
202.0	0.002
203.0	0.004
204.0	0.002
205.0	0.002
206.0	0.002
207.0	0.004
208.0	0.002
209.0	0.002
210.0	0.002
211.0	0.004
212.0	0.002
213.0	0.002
214.0	0.002
215.0	0.004
216.0	0.002
217.0	0.002
218.0	0.002
219.0	0.004
220.0	0.002
221.0	0.002
222.0	0.002
223.0	0.0039975164
224.0	0.002
225.0	0.002
226.0	0.002
227.0	0.0020000006
228.0	0.004
229.0	0.002
230.0	0.004
231.0	0.002
232.0	0.002
233.0	0.002
234.0	0.0039999657
235.0	0.002
236.0	0.002
237.0	0.002
238.0	0.0020000038
239.0	0.004
240.0	0.002
241.0	0.004
242.0	0.002
243.0	0.002
244.0	0.002
245.0	0.003999994
246.0	0.002
247.0	0.002
248.0	0.002
249.0	0.0020000234
1.0	0.002
2.0	0.004
3.0	0.002
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.002
8.0	0.002
9.0	0.002
10.0	0.002
11.0	0.002
12.0	0.0
13.0	0.002
14.0	0.0
15.0	0.002
1.0	0.014
2.0	0.002
3.0	0.01
4.0	0.006
5.0	0.008
6.0	0.008
7.0	0.008
8.0	0.008
9.0	0.008
10.0	0.008
11.0	0.008
12.0	0.01
13.0	0.008
14.0	0.008
15.0	0.012
16.0	0.01
17.0	0.006
18.0	0.01
19.0	0.01
20.0	0.01
21.0	0.008
22.0	0.008
23.0	0.012
24.0	0.006
25.0	0.01
26.0	0.01
27.0	0.012
28.0	0.008
29.0	0.012
30.0	0.008000469
31.0	0.01
32.0	0.01
33.0	0.012
34.0	0.008
35.0	0.012
36.0	0.012
37.0	0.008
38.0	0.012
39.0	0.012
40.0	0.012
41.0	0.012
42.0	0.012
43.0	0.012
44.0	0.008
45.0	0.012
46.0	0.012
47.0	0.012
48.0	0.012
49.0	0.012
50.0	0.012
51.0	0.012
52.0	0.012
53.0	0.008
54.0	0.01
55.0	0.01
56.0	0.01
57.0	0.01
58.0	0.01
